V_ID,birth,death,persistence
V_1192,583,583,1
V_1193,583,587,5
V_1194,589,814,226
V_1195,590,594,5
V_1196,590,604,15
V_1197,590,605,16
V_1198,590,594,5
V_1199,591,616,26
V_1200,591,593,3
V_1201,592,592,1
V_1202,592,596,5
V_1203,592,600,9
V_1204,593,594,2
V_1205,593,595,3
V_1206,593,651,59
V_1207,593,615,23
V_1208,593,602,10
V_1209,593,597,5
V_1210,593,606,14
V_1211,593,593,1
V_1212,593,814,222
V_1213,593,596,4
V_1214,593,603,11
V_1215,593,603,11
V_1216,593,636,44
V_1217,593,602,10
V_1218,593,814,222
V_1219,593,596,4
V_1220,593,609,17
V_1221,593,597,5
V_1222,593,708,116
V_1223,594,599,6
V_1224,594,595,2
V_1226,594,596,3
V_1227,594,599,6
V_1228,594,598,5
V_1229,594,604,11
V_1230,594,609,16
V_1231,594,595,2
V_1232,594,622,29
V_1233,594,598,5
V_1234,594,814,221
V_1235,594,604,11
V_1236,594,601,8
V_1237,594,814,221
V_1238,594,611,18
V_1239,594,814,221
V_1240,594,602,9
V_1241,594,598,5
V_1243,594,602,9
V_1244,594,598,5
V_1245,594,814,221
V_1246,594,597,4
V_1247,594,594,1
V_1248,594,596,3
V_1249,595,596,2
V_1250,595,601,7
V_1251,595,596,2
V_1252,595,604,10
V_1253,595,616,22
V_1254,595,595,1
V_1255,595,617,23
V_1256,595,604,10
V_1257,595,605,11
V_1258,595,601,7
V_1259,595,814,220
V_1261,595,621,27
V_1262,595,596,2
V_1264,595,600,6
V_1265,595,637,43
V_1266,595,596,2
V_1267,595,814,220
V_1268,595,597,3
V_1269,595,595,1
V_1270,595,600,6
V_1271,595,814,220
V_1272,595,814,220
V_1273,595,595,1
V_1274,595,814,220
V_1275,595,814,220
V_1276,595,600,6
V_1277,595,605,11
V_1278,595,601,7
V_1279,595,596,2
V_1280,596,596,1
V_1281,596,597,2
V_1282,596,596,1
V_1283,596,598,3
V_1284,596,604,9
V_1285,596,615,20
V_1286,596,602,7
V_1287,596,814,219
V_1288,596,607,12
V_1289,596,648,53
V_1290,596,598,3
V_1291,596,605,10
V_1292,596,814,219
V_1294,596,608,13
V_1295,596,606,11
V_1296,596,596,1
V_1297,596,814,219
V_1298,596,605,10
V_1299,596,603,8
V_1300,596,596,1
V_1301,596,814,219
V_1302,596,606,11
V_1303,596,814,219
V_1304,596,600,5
V_1305,596,604,9
V_1306,596,596,1
V_1307,596,596,1
V_1308,596,617,22
V_1309,596,603,8
V_1310,596,596,1
V_1311,596,601,6
V_1312,596,620,25
V_1313,596,660,65
V_1314,596,633,38
V_1315,596,603,8
V_1316,596,598,3
V_1317,596,602,7
V_1318,596,814,219
V_1319,596,602,7
V_1320,596,616,21
V_1321,596,601,6
V_1322,596,600,5
V_1323,596,814,219
V_1324,596,598,3
V_1325,596,601,6
V_1326,596,600,5
V_1327,596,598,3
V_1328,597,597,1
V_1329,597,814,218
V_1330,597,659,63
V_1331,597,598,2
V_1332,597,599,3
V_1333,597,601,5
V_1334,597,605,9
V_1335,597,814,218
V_1336,597,597,1
V_1337,597,603,7
V_1339,597,599,3
V_1340,597,598,2
V_1341,597,617,21
V_1342,597,620,24
V_1343,597,602,6
V_1344,597,814,218
V_1345,597,602,6
V_1346,597,597,1
V_1347,597,598,2
V_1348,597,607,11
V_1349,597,814,218
V_1350,597,600,4
V_1351,597,618,22
V_1352,597,618,22
V_1353,597,814,218
V_1354,597,603,7
V_1355,597,606,10
V_1356,597,603,7
V_1357,597,597,1
V_1358,597,608,12
V_1359,597,603,7
V_1360,597,608,12
V_1361,597,814,218
V_1362,597,600,4
V_1363,597,716,120
V_1364,597,606,10
V_1365,597,607,11
V_1366,597,604,8
V_1367,597,602,6
V_1368,597,599,3
V_1369,597,597,1
V_1370,597,598,2
V_1372,598,814,217
V_1373,598,814,217
V_1374,598,814,217
V_1375,598,600,3
V_1377,598,599,2
V_1378,598,613,16
V_1379,598,609,12
V_1381,598,600,3
V_1382,598,602,5
V_1383,598,626,29
V_1385,598,814,217
V_1386,598,603,6
V_1387,598,606,9
V_1388,598,759,162
V_1389,598,616,19
V_1390,598,814,217
V_1391,598,600,3
V_1393,598,600,3
V_1394,598,814,217
V_1395,598,610,13
V_1396,598,600,3
V_1397,598,599,2
V_1398,598,600,3
V_1399,598,599,2
V_1400,598,604,7
V_1401,598,606,9
V_1402,598,608,11
V_1403,599,604,6
V_1404,599,814,216
V_1405,599,601,3
V_1406,599,613,15
V_1407,599,600,2
V_1408,599,601,3
V_1409,599,601,3
V_1410,599,599,1
V_1411,599,608,10
V_1412,599,605,7
V_1413,599,604,6
V_1414,599,606,8
V_1415,599,601,3
V_1416,599,814,216
V_1417,599,624,26
V_1418,599,604,6
V_1419,599,649,51
V_1420,599,599,1
V_1421,599,814,216
V_1422,599,602,4
V_1423,600,624,25
V_1424,600,600,1
V_1425,600,607,8
V_1426,600,604,5
V_1427,600,814,215
V_1428,600,612,13
V_1429,600,814,215
V_1430,600,600,1
V_1431,600,600,1
V_1432,600,814,215
V_1433,600,609,10
V_1434,601,604,4
V_1435,601,611,11
V_1436,601,629,29
V_1437,601,814,214
V_1438,601,621,21
V_1439,601,611,11
V_1440,601,814,214
V_1441,601,601,1
V_1442,601,605,5
V_1443,601,605,5
V_1444,601,650,50
V_1445,601,614,14
V_1446,601,604,4
V_1447,601,612,12
V_1448,601,603,3
V_1449,601,614,14
V_1450,601,611,11
V_1451,601,613,13
V_1452,601,602,2
V_1453,601,610,10
V_1454,601,601,1
V_1455,601,607,7
V_1456,601,604,4
V_1457,601,814,214
V_1458,601,601,1
V_1459,601,772,172
V_1460,601,606,6
V_1461,601,605,5
V_1462,602,814,213
V_1463,602,603,2
V_1464,602,615,14
V_1465,602,605,4
V_1466,602,631,30
V_1467,602,814,213
V_1468,602,612,11
V_1469,602,619,18
V_1470,602,814,213
V_1471,602,814,213
V_1472,602,611,10
V_1473,602,614,13
V_1474,602,605,4
V_1475,602,608,7
V_1477,602,615,14
V_1478,602,814,213
V_1479,602,620,19
V_1480,602,606,5
V_1482,602,814,213
V_1483,602,814,213
V_1484,602,814,213
V_1485,602,602,1
V_1486,602,604,3
V_1487,602,638,37
V_1488,602,608,7
V_1489,602,603,2
V_1490,602,814,213
V_1491,602,608,7
V_1492,602,605,4
V_1493,602,602,1
V_1494,602,602,1
V_1495,602,606,5
V_1496,602,814,213
V_1497,602,605,4
V_1498,602,605,4
V_1499,602,604,3
V_1500,602,621,20
V_1501,602,611,10
V_1502,602,605,4
V_1503,602,606,5
V_1504,602,612,11
V_1505,602,608,7
V_1506,602,610,9
V_1507,602,814,213
V_1508,602,602,1
V_1509,602,605,4
V_1510,602,814,213
V_1511,602,610,9
V_1512,602,814,213
V_1513,602,617,16
V_1514,602,620,19
V_1515,602,602,1
V_1516,602,625,24
V_1517,602,814,213
V_1518,602,611,10
V_1519,602,814,213
V_1520,602,608,7
V_1521,602,610,9
V_1522,602,616,15
V_1523,602,814,213
V_1524,602,606,5
V_1525,602,650,49
V_1526,602,620,19
V_1527,603,608,6
V_1528,603,604,2
V_1529,603,610,8
V_1530,603,606,4
V_1531,603,633,31
V_1532,603,734,132
V_1533,603,611,9
V_1534,603,607,5
V_1535,603,605,3
V_1536,603,814,212
V_1537,603,605,3
V_1538,603,614,12
V_1539,603,607,5
V_1540,603,612,10
V_1541,603,609,7
V_1542,603,607,5
V_1543,603,603,1
V_1544,603,814,212
V_1546,603,603,1
V_1547,603,604,2
V_1548,603,608,6
V_1549,603,606,4
V_1550,603,606,4
V_1551,603,613,11
V_1552,603,614,12
V_1553,603,604,2
V_1554,603,620,18
V_1555,603,604,2
V_1556,603,607,5
V_1557,603,605,3
V_1558,603,622,20
V_1559,603,814,212
V_1560,603,607,5
V_1561,603,607,5
V_1562,603,613,11
V_1564,603,814,212
V_1565,603,612,10
V_1566,603,814,212
V_1567,603,606,4
V_1568,603,628,26
V_1569,603,619,17
V_1570,603,814,212
V_1571,603,608,6
V_1572,603,603,1
V_1573,603,613,11
V_1574,603,620,18
V_1575,603,613,11
V_1576,603,604,2
V_1577,603,609,7
V_1578,603,603,1
V_1579,603,619,17
V_1580,603,814,212
V_1581,603,615,13
V_1582,603,605,3
V_1583,603,702,100
V_1584,603,606,4
V_1585,603,614,12
V_1586,603,611,9
V_1587,603,814,212
V_1588,603,611,9
V_1589,603,630,28
V_1590,603,606,4
V_1591,603,609,7
V_1592,604,604,1
V_1593,604,605,2
V_1594,604,610,7
V_1595,604,610,7
V_1596,604,610,7
V_1597,604,608,5
V_1598,604,604,1
V_1599,604,615,12
V_1600,604,814,211
V_1601,604,610,7
V_1604,604,614,11
V_1605,604,814,211
V_1606,604,604,1
V_1607,604,608,5
V_1608,604,610,7
V_1609,604,620,17
V_1610,604,606,3
V_1611,604,605,2
V_1612,604,814,211
V_1613,604,609,6
V_1614,604,604,1
V_1615,604,605,2
V_1616,604,814,211
V_1617,604,611,8
V_1618,604,615,12
V_1619,604,635,32
V_1620,604,607,4
V_1621,604,604,1
V_1622,604,613,10
V_1623,604,604,1
V_1624,604,604,1
V_1625,604,608,5
V_1626,604,608,5
V_1627,604,814,211
V_1628,604,814,211
V_1629,604,626,23
V_1630,604,604,1
V_1631,604,607,4
V_1632,604,814,211
V_1633,604,626,23
V_1634,604,606,3
V_1636,604,814,211
V_1637,604,605,2
V_1638,604,607,4
V_1639,604,814,211
V_1640,604,611,8
V_1641,604,623,20
V_1642,604,608,5
V_1643,604,617,14
V_1645,605,621,17
V_1646,605,814,210
V_1647,605,814,210
V_1648,605,608,4
V_1649,605,609,5
V_1650,605,606,2
V_1651,605,616,12
V_1652,605,615,11
V_1653,605,619,15
V_1654,605,612,8
V_1655,605,609,5
V_1656,605,608,4
V_1657,605,621,17
V_1658,605,623,19
V_1659,605,626,22
V_1660,605,608,4
V_1661,605,607,3
V_1662,605,814,210
V_1663,605,814,210
V_1664,605,619,15
V_1665,605,626,22
V_1666,605,612,8
V_1667,606,814,209
V_1668,606,609,4
V_1669,606,616,11
V_1670,606,618,13
V_1671,606,610,5
V_1672,606,623,18
V_1673,606,609,4
V_1674,606,814,209
V_1675,606,610,5
V_1676,606,611,6
V_1677,606,814,209
V_1678,606,613,8
V_1679,608,610,3
V_1680,610,617,8
V_1681,613,649,37
V_1682,614,617,4
V_1683,615,631,17
V_1684,615,627,13
V_1685,615,647,33
V_1686,615,621,7
V_1687,615,619,5
V_1688,615,622,8
V_1689,615,616,2
V_1690,615,616,2
V_1691,615,617,3
V_1692,616,619,4
V_1693,616,622,7
V_1694,616,641,26
V_1695,616,625,10
V_1696,616,814,199
V_1697,616,686,71
V_1698,616,625,10
V_1699,617,814,198
V_1700,617,814,198
V_1701,617,619,3
V_1702,617,618,2
V_1704,617,618,2
V_1705,617,619,3
V_1706,617,617,1
V_1707,617,623,7
V_1708,617,617,1
V_1709,617,619,3
V_1710,617,620,4
V_1711,617,620,4
V_1712,617,814,198
V_1713,617,618,2
V_1714,617,653,37
V_1715,617,624,8
V_1716,618,642,25
V_1717,618,635,18
V_1719,618,622,5
V_1720,618,628,11
V_1722,618,814,197
V_1723,618,648,31
V_1724,618,814,197
V_1727,618,619,2
V_1728,618,814,197
V_1729,618,623,6
V_1730,618,634,17
V_1731,618,624,7
V_1732,618,618,1
V_1733,618,619,2
V_1734,618,621,4
V_1735,618,619,2
V_1737,618,625,8
V_1738,618,627,10
V_1740,618,623,6
V_1741,618,626,9
V_1742,618,633,16
V_1743,618,618,1
V_1744,618,620,3
V_1745,618,619,2
V_1746,618,814,197
V_1747,618,620,3
V_1748,618,618,1
V_1749,618,622,5
V_1750,618,814,197
V_1751,618,814,197
V_1752,618,619,2
V_1753,618,619,2
V_1754,618,625,8
V_1755,618,618,1
V_1756,618,668,51
V_1757,618,618,1
V_1758,619,622,4
V_1759,619,619,1
V_1760,619,622,4
V_1761,619,814,196
V_1762,619,620,2
V_1763,619,625,7
V_1764,619,630,12
V_1766,619,631,13
V_1767,619,685,67
V_1768,619,622,4
V_1769,619,814,196
V_1770,619,655,37
V_1771,619,627,9
V_1772,619,620,2
V_1773,619,625,7
V_1774,619,624,6
V_1775,619,633,15
V_1776,619,635,17
V_1777,619,622,4
V_1778,619,630,12
V_1779,619,630,12
V_1780,619,622,4
V_1781,619,642,24
V_1782,619,621,3
V_1783,619,622,4
V_1784,619,628,10
V_1786,619,630,12
V_1787,619,814,196
V_1788,619,623,5
V_1789,619,642,24
V_1790,619,630,12
V_1791,619,635,17
V_1792,619,621,3
V_1794,619,641,23
V_1795,619,625,7
V_1796,619,627,9
V_1797,619,630,12
V_1798,619,622,4
V_1799,619,626,8
V_1800,619,814,196
V_1801,619,626,8
V_1802,619,624,6
V_1803,619,814,196
V_1804,619,621,3
V_1805,619,623,5
V_1806,619,620,2
V_1807,619,627,9
V_1808,619,619,1
V_1809,619,623,5
V_1810,619,628,10
V_1811,619,814,196
V_1812,619,620,2
V_1813,619,630,12
V_1814,619,623,5
V_1815,619,627,9
V_1816,619,619,1
V_1817,619,620,2
V_1818,619,620,2
V_1819,619,621,3
V_1820,619,621,3
V_1821,619,622,4
V_1822,619,619,1
V_1823,619,637,19
V_1824,619,627,9
V_1825,619,621,3
V_1826,619,632,14
V_1827,619,622,4
V_1828,619,619,1
V_1829,619,622,4
V_1830,619,619,1
V_1831,619,633,15
V_1832,619,636,18
V_1833,619,622,4
V_1834,620,626,7
V_1835,620,628,9
V_1836,620,648,29
V_1837,620,621,2
V_1838,620,623,4
V_1839,620,635,16
V_1840,620,628,9
V_1841,620,635,16
V_1842,620,624,5
V_1843,620,624,5
V_1844,620,628,9
V_1845,620,632,13
V_1846,620,634,15
V_1847,620,634,15
V_1849,620,620,1
V_1850,620,630,11
V_1851,620,627,8
V_1852,620,814,195
V_1853,620,621,2
V_1854,620,620,1
V_1855,620,629,10
V_1856,620,814,195
V_1857,620,814,195
V_1858,620,623,4
V_1860,620,622,3
V_1861,620,653,34
V_1862,620,630,11
V_1863,620,632,13
V_1864,620,628,9
V_1865,620,626,7
V_1866,620,623,4
V_1867,620,628,9
V_1868,620,621,2
V_1869,620,620,1
V_1870,620,628,9
V_1871,620,626,7
V_1872,620,622,3
V_1873,620,625,6
V_1874,620,626,7
V_1875,620,640,21
V_1876,620,638,19
V_1877,620,653,34
V_1878,620,620,1
V_1879,620,814,195
V_1880,620,624,5
V_1881,620,628,9
V_1882,620,814,195
V_1883,620,626,7
V_1884,620,621,2
V_1885,621,624,4
V_1886,621,640,20
V_1887,621,814,194
V_1888,621,628,8
V_1889,621,627,7
V_1890,621,814,194
V_1891,621,638,18
V_1892,621,628,8
V_1893,621,631,11
V_1894,621,624,4
V_1895,621,630,10
V_1896,621,814,194
V_1897,621,622,2
V_1898,621,626,6
V_1899,621,646,26
V_1900,621,640,20
V_1901,621,624,4
V_1902,621,633,13
V_1903,621,814,194
V_1904,621,621,1
V_1905,621,623,3
V_1906,621,622,2
V_1907,621,622,2
V_1908,621,631,11
V_1909,621,624,4
V_1910,621,630,10
V_1911,621,626,6
V_1913,621,814,194
V_1914,621,625,5
V_1915,621,625,5
V_1916,621,625,5
V_1917,621,636,16
V_1918,621,623,3
V_1919,621,814,194
V_1920,621,627,7
V_1921,621,631,11
V_1922,621,627,7
V_1923,622,623,2
V_1924,622,622,1
V_1925,622,631,10
V_1926,622,624,3
V_1927,622,626,5
V_1928,622,814,193
V_1930,622,626,5
V_1931,622,814,193
V_1932,622,803,182
V_1933,622,626,5
V_1934,622,640,19
V_1936,623,636,14
V_1938,623,630,8
V_1939,623,623,1
V_1940,623,630,8
V_1941,623,631,9
V_1942,623,634,12
V_1943,623,634,12
V_1944,623,625,3
V_1945,624,635,12
V_1946,624,624,1
V_1947,624,634,11
V_1948,624,628,5
V_1949,624,624,1
V_1950,624,627,4
V_1951,624,814,191
V_1953,624,628,5
V_1955,624,628,5
V_1956,624,633,10
V_1957,624,646,23
V_1958,624,632,9
V_1959,624,814,191
V_1960,624,628,5
V_1962,624,627,4
V_1963,624,814,191
V_1964,624,626,3
V_1965,624,629,6
V_1966,624,686,63
V_1967,624,628,5
V_1968,624,639,16
V_1969,624,703,80
V_1970,624,814,191
V_1971,624,625,2
V_1972,624,628,5
V_1973,624,635,12
V_1974,624,624,1
V_1975,625,627,3
V_1976,625,627,3
V_1977,625,626,2
V_1978,625,642,18
V_1980,625,632,8
V_1981,625,630,6
V_1982,625,814,190
V_1983,625,630,6
V_1984,625,636,12
V_1985,625,630,6
V_1986,625,630,6
V_1987,625,814,190
V_1989,625,637,13
V_1990,625,645,21
V_1991,625,631,7
V_1992,625,625,1
V_1993,625,655,31
V_1994,625,670,46
V_1995,625,679,55
V_1996,625,814,190
V_1997,625,630,6
V_1998,625,628,4
V_1999,625,627,3
V_2000,625,628,4
V_2001,625,814,190
V_2002,625,814,190
V_2003,625,625,1
V_2004,625,625,1
V_2005,625,640,16
V_2006,625,633,9
V_2007,625,643,19
V_2008,625,814,190
V_2009,625,649,25
V_2010,625,653,29
V_2011,625,638,14
V_2012,625,630,6
V_2013,625,814,190
V_2014,625,629,5
V_2015,625,626,2
V_2016,625,630,6
V_2017,625,628,4
V_2018,625,626,2
V_2019,625,626,2
V_2020,625,814,190
V_2021,625,633,9
V_2022,625,649,25
V_2023,625,632,8
V_2024,625,627,3
V_2025,625,626,2
V_2026,625,634,10
V_2027,625,634,10
V_2028,625,634,10
V_2029,625,635,11
V_2030,625,637,13
V_2031,625,631,7
V_2032,625,642,18
V_2033,626,637,12
V_2034,626,627,2
V_2035,626,814,189
V_2036,626,626,1
V_2037,626,814,189
V_2038,626,648,23
V_2039,626,640,15
V_2040,626,638,13
V_2041,626,627,2
V_2043,626,627,2
V_2044,626,636,11
V_2045,626,626,1
V_2046,626,628,3
V_2047,626,814,189
V_2048,626,814,189
V_2049,626,626,1
V_2050,626,628,3
V_2051,626,814,189
V_2052,626,628,3
V_2053,626,814,189
V_2054,626,661,36
V_2055,626,641,16
V_2056,626,630,5
V_2057,626,634,9
V_2058,626,636,11
V_2059,626,814,189
V_2060,626,633,8
V_2061,626,626,1
V_2064,626,626,1
V_2065,626,666,41
V_2066,626,643,18
V_2067,626,649,24
V_2068,626,627,2
V_2069,626,634,9
V_2071,626,629,4
V_2072,626,638,13
V_2073,626,630,5
V_2074,626,632,7
V_2075,626,636,11
V_2076,626,627,2
V_2077,626,629,4
V_2078,626,626,1
V_2079,626,642,17
V_2080,626,629,4
V_2081,626,646,21
V_2082,626,634,9
V_2083,626,628,3
V_2084,626,814,189
V_2085,626,628,3
V_2086,626,635,10
V_2087,626,643,18
V_2088,626,627,2
V_2089,626,635,10
V_2090,626,631,6
V_2091,626,638,13
V_2093,626,626,1
V_2094,626,627,2
V_2095,626,634,9
V_2096,626,642,17
V_2097,626,627,2
V_2098,626,632,7
V_2099,626,814,189
V_2100,626,630,5
V_2101,626,641,16
V_2102,626,650,25
V_2103,626,814,189
V_2104,626,629,4
V_2105,626,627,2
V_2106,626,628,3
V_2107,626,638,13
V_2108,626,629,4
V_2109,626,669,44
V_2110,626,814,189
V_2111,626,630,5
V_2112,626,633,8
V_2113,626,626,1
V_2114,626,814,189
V_2115,626,628,3
V_2116,626,814,189
V_2117,626,814,189
V_2118,626,652,27
V_2119,626,651,26
V_2120,626,638,13
V_2121,626,814,189
V_2122,626,640,15
V_2123,626,627,2
V_2124,626,633,8
V_2125,626,629,4
V_2126,626,628,3
V_2127,626,627,2
V_2128,626,640,15
V_2129,626,630,5
V_2130,626,644,19
V_2131,626,662,37
V_2132,626,645,20
V_2133,626,627,2
V_2134,626,814,189
V_2135,626,629,4
V_2136,626,632,7
V_2137,626,629,4
V_2138,626,637,12
V_2139,626,628,3
V_2140,626,644,19
V_2141,626,634,9
V_2142,626,644,19
V_2143,626,638,13
V_2144,626,631,6
V_2145,626,630,5
V_2146,626,652,27
V_2147,627,645,19
V_2148,627,814,188
V_2149,627,814,188
V_2151,627,646,20
V_2152,627,814,188
V_2153,627,814,188
V_2154,627,814,188
V_2155,627,627,1
V_2156,627,814,188
V_2157,627,646,20
V_2158,627,645,19
V_2159,627,627,1
V_2160,627,627,1
V_2161,627,814,188
V_2162,627,633,7
V_2163,627,628,2
V_2164,627,814,188
V_2165,627,637,11
V_2166,627,814,188
V_2167,627,814,188
V_2168,627,814,188
V_2169,627,645,19
V_2170,627,639,13
V_2171,627,631,5
V_2172,627,627,1
V_2173,627,642,16
V_2174,627,644,18
V_2175,627,630,4
V_2176,627,627,1
V_2177,627,640,14
V_2178,627,634,8
V_2179,627,650,24
V_2180,627,637,11
V_2181,627,629,3
V_2182,627,629,3
V_2183,627,637,11
V_2184,627,635,9
V_2186,627,635,9
V_2187,627,814,188
V_2188,627,632,6
V_2189,627,629,3
V_2190,627,630,4
V_2191,627,627,1
V_2192,627,638,12
V_2193,627,628,2
V_2195,627,631,5
V_2196,627,634,8
V_2197,627,630,4
V_2198,627,627,1
V_2199,627,631,5
V_2200,627,643,17
V_2201,627,636,10
V_2203,627,668,42
V_2204,627,629,3
V_2205,627,628,2
V_2206,627,629,3
V_2207,627,640,14
V_2208,627,631,5
V_2209,627,634,8
V_2210,627,628,2
V_2211,627,637,11
V_2212,627,633,7
V_2214,627,814,188
V_2215,627,814,188
V_2217,627,636,10
V_2218,627,627,1
V_2219,627,630,4
V_2220,627,630,4
V_2221,627,631,5
V_2222,627,635,9
V_2223,627,814,188
V_2225,627,814,188
V_2226,627,631,5
V_2227,627,631,5
V_2228,627,640,14
V_2229,627,814,188
V_2230,627,633,7
V_2231,627,814,188
V_2232,627,627,1
V_2233,627,657,31
V_2234,627,631,5
V_2235,627,644,18
V_2236,627,639,13
V_2237,627,814,188
V_2238,627,627,1
V_2239,627,638,12
V_2241,627,635,9
V_2242,627,633,7
V_2243,627,631,5
V_2244,627,627,1
V_2245,627,634,8
V_2246,627,627,1
V_2247,627,627,1
V_2248,627,814,188
V_2249,627,627,1
V_2250,627,631,5
V_2251,627,814,188
V_2252,627,631,5
V_2253,627,647,21
V_2254,627,814,188
V_2255,627,633,7
V_2256,627,658,32
V_2257,627,633,7
V_2258,627,631,5
V_2259,627,635,9
V_2260,627,628,2
V_2261,627,634,8
V_2262,627,629,3
V_2263,627,638,12
V_2264,627,633,7
V_2265,627,632,6
V_2266,627,640,14
V_2267,627,629,3
V_2268,627,627,1
V_2269,628,631,4
V_2270,628,628,1
V_2271,628,814,187
V_2272,628,631,4
V_2273,628,645,18
V_2274,628,636,9
V_2275,628,629,2
V_2276,628,651,24
V_2277,628,652,25
V_2278,628,641,14
V_2279,628,644,17
V_2281,628,630,3
V_2282,628,631,4
V_2283,628,635,8
V_2284,628,637,10
V_2286,628,814,187
V_2287,628,638,11
V_2288,628,814,187
V_2289,628,630,3
V_2290,628,628,1
V_2291,628,635,8
V_2292,628,814,187
V_2293,628,632,5
V_2294,628,638,11
V_2295,628,635,8
V_2296,628,635,8
V_2297,628,639,12
V_2298,628,629,2
V_2299,628,628,1
V_2300,628,814,187
V_2301,628,631,4
V_2302,628,653,26
V_2303,628,628,1
V_2304,628,639,12
V_2305,628,668,41
V_2306,628,628,1
V_2307,628,630,3
V_2308,628,655,28
V_2309,628,630,3
V_2310,628,814,187
V_2311,628,631,4
V_2312,628,814,187
V_2313,628,637,10
V_2314,628,814,187
V_2315,628,643,16
V_2316,628,641,14
V_2317,628,630,3
V_2318,628,662,35
V_2319,628,628,1
V_2320,628,633,6
V_2321,628,814,187
V_2322,628,814,187
V_2323,629,642,14
V_2324,629,629,1
V_2325,629,637,9
V_2326,629,631,3
V_2327,629,814,186
V_2328,629,636,8
V_2329,629,630,2
V_2330,629,629,1
V_2331,629,630,2
V_2332,629,644,16
V_2333,629,638,10
V_2334,629,638,10
V_2336,629,644,16
V_2337,629,635,7
V_2338,629,630,2
